line_no,stem,stem_type,root_guess,variant_no,weak_only,attestation_texts,language_period,present_class,root,book,hymn,stanza,pada_id,pada_label,word,word_position_no,word_position,word_gloss,text_padapatha,text_samhitapatha,meter_scansion,stanza_meter,stanza_strata,stanza_late_addition,hymn_absolute_no,hymn_addressee,hymn_group,meter_scansion_custom,meter_has_restorations,meter_caesura_position,meter_syllables_count,meter_syllables,meter_notes,meter_scansions_match,meter_is_correct,meter_faults,meter_fault_positions,text_samhitapatha_normalized,meter_stem_found,meter_stem_positions,meter_stem_fault_positions,meter_stem_vowel_position,meter_stem_root_vowel_position,meter_stem_fault_position_labels,meter_stem_vowel_position_scansion_expected,meter_stem_root_vowel_position_scansion_expected
10.139.05.a,gr̥ṇā,strong,gr̥̄ 1,1,False,,Earlier & Later,ninth,gr̥̄ 1,10,10.139,10.139.05,a,P,gr̥ṇātu,5,,3.SG.PRS.IMP.ACT,viśvā́vasuḥ= abhí tát naḥ} gr̥ṇātu,viśvā́vasur abhí tán no gr̥ṇātu,LLSS SS L L SLS,Triṣṭubh,P,['Arnold (C1)'],965,Surya,Hymns of Manyu,"LLSS,_SS L |L SLS",False,4,11,"['viś', 'vā́', 'va', 'su', 'r a', 'bhí', 'tán', 'no', 'gr̥', 'ṇā', 'tu']",caesura_position_inside_syllable=True,True,1,,[],viśvā́vasur abhí tán no gr̥ṇātu,gr̥ṇā,"[9, 10]",[],10,9,,L,S
04.057.07.a,gr̥hṇā,strong,gr̥h,,False,,Earlier & Later,ninth,gr̥hⁱ,4,4.057,04.057.07,a,PE2,gr̥hṇātu,4,,3.SG.PRS.IMP.ACT,índraḥ sī́tām ní gr̥hṇātu,índraḥ sī́tāṁ ní gr̥hṇātu,LL LL S LLS,Aṇuṣṭubh,P,"['Grassmann (G)', 'Oldenberg (O)', 'Arnold (C1)', 'Wuest (W)', 'Witzel (Z)']",353,Gods of the Field (Charm for Unfruitful Land),Single Hymns,LL LL |S LLS,False,-1,8,"['ín', 'draḥ', 'sī́', 'tāṁ', 'ní', 'gr̥h', 'ṇā', 'tu']",,True,0,scansion_cadence=SLLX,[7],índraḥ sī́tāṁ ní gr̥hṇātu,gr̥hṇā,"[6, 7]",[7],7,6,stem_vowel,S,L
01.051.08.a,jānī,weak,jā,,False,,Earlier & Later,ninth,jñā,1,1.051,01.051.08,a,M,jānīhi,2,intermediate,2.SG.PRS.IMP.ACT,ví jānīhi= ā́ryān yé?_} ca dásyavaḥ,ví jānīhi ā́riyān yé ca dásyavo,S LLS LSL L S LSL,Jagatī,C,,51,Indra,Hymns of Savya,"S LLS ,LSL |L S LSL",False,4,12,"['ví', 'jā', 'nī', 'hi', 'ā́', 'ri', 'yān', 'yé', 'ca', 'dás', 'ya', 'vo']",,True,1,,[],ví jānīhi ā́riyān yé ca dásyavo,jānī,"[2, 3]",[],3,2,,X,X
01.094.08.c,jānī,weak,jā,,False,,Earlier & Later,ninth,jñā,1,1.094,01.094.08,c,M,jānīta,3,intermediate,2.PL.PRS.IMP.ACT,tát ā́ jānīta= utá puṣyatā+ vácaḥ,tád ā́ jānīta utá puṣyatā váco,S L LLS SS LSL SL,Jagatī,C,,94,Agni,"Hymns of Kutsa, the Angiras","S_L LLS ,SS |LSL SL",False,5,12,"['tá', 'd ā́', 'jā', 'nī', 'ta', 'u', 'tá', 'puṣ', 'ya', 'tā', 'vá', 'co']",,True,1,,[],tád ā́ jānīta utá puṣyatā váco,jānī,"[3, 4]",[],4,3,,X,X
07.054.01.a,jānī,weak,jā,,False,,Earlier & Later,ninth,jñā,7,7.054,07.054.01,a,M,jānīhi,4,verse final,2.SG.PRS.IMP.ACT,vā́stoḥ pate-_= práti jānīhi asmā́n,vā́stoṣ pate práti jānīhi asmā́n,LL SL SS LLS LL,,C,['Wuest (w)'],570,Vastospati,Hymns to All the Gods,LL S_LSS LLS LL,False,-1,11,"['vā́s', 'toṣ', 'pa', 'te p', 'rá', 'ti', 'jā', 'nī', 'hi', 'as', 'mā́n']",,True,-1,,[],vā́stoṣ pate práti jānīhi asmā́n,jānī,"[7, 8]",[],8,7,,,
08.018.15.b,jānī,weak,jā,,False,,Earlier & Later,ninth,jñā,8,8.018,08.018.15,b,M,jānītha,2,verse final,2.PL.PRS.IND.ACT,hr̥tsú jānītha mártyam,hr̥tsú jānītha mártiyam,LS LLS LSL,,A,,638,Adityas,Various Sons of Kanva,LS LLS LSL,False,-1,8,"['hr̥t', 'sú', 'jā', 'nī', 'tha', 'már', 'ti', 'yam']",,True,-1,,[],hr̥tsú jānītha mártiyam,jānī,"[3, 4]",[],4,3,,,
10.034.04.d,jānī,weak,jā,,False,,Earlier & Later,ninth,jñā,10,10.034,10.034.04,d,P,jānīmaḥ,2,intermediate,1.PL.PRS.IND.ACT,ná jānīmaḥ= náyatā+ baddhám etám,ná jānīmo náyatā baddhám etám,S LLL SSL LS LL,Triṣṭubh,P,['Arnold (C1)'],860,Hymn of the Gambler,Hymns of Kavasa Ailusa,"S LLL ,SSL |LS_LL",False,4,11,"['ná', 'jā', 'nī', 'mo', 'ná', 'ya', 'tā', 'bad', 'dhá', 'm e', 'tám']",,True,1,,[],ná jānīmo náyatā baddhám etám,jānī,"[2, 3]",[],3,2,,X,X
01.163.06.a,jānā,strong,jā,,False,,Earlier & Later,ninth,jñā,1,1.163,01.163.06,a,P,ajānām,5,,1.SG.IPRF.IND.ACT,ātmā́nam te-_= mánasā ārā́t} ajānām,ātmā́naṁ te mánasārā́d ajānām,LLL L SSLL SLL,Triṣṭubh,P,"['Grassmann (G)', 'Oldenberg (o)', 'Arnold (C1)', 'Wuest (w)', 'Witzel (z)']",163,Praise of the Horse,"Hymns of Dirghatamas, Son of Ucathya and Mamata","LLL L ,SSL|L_SLL",False,4,11,"['āt', 'mā́', 'naṁ', 'te', 'má', 'na', 'sā', 'rā́', 'd a', 'jā', 'nām']",,True,1,,[],ātmā́naṁ te mánasārā́d ajānām,jānā,"[10, 11]",[],11,10,,X,L
01.164.16.d,jānā,strong,jā,,False,,Earlier & Later,ninth,jñā,1,1.164,01.164.16,d,P,vijānā́t,3,intermediate,3.SG.PRS.SBJV.ACT,yáḥ tā́ vijānā́t= sá pitúḥ} pitā́ asat,yás tā́ vijānā́t sá pitúṣ pitā́sat,L L SLL S SL SLL,Triṣṭubh,P,"['Grassmann (G)', 'Oldenberg (o)', 'Arnold (C1)', 'Wuest (w)', 'Witzel (z)']",164,All the Gods (Riddle Song),"Hymns of Dirghatamas, Son of Ucathya and Mamata","L L SLL ,S S|L SLL",False,5,11,"['yás', 'tā́', 'vi', 'jā', 'nā́t', 'sá', 'pi', 'túṣ', 'pi', 'tā́', 'sat']",,True,1,,[],yás tā́ vijānā́t sá pitúṣ pitā́sat,jānā,"[4, 5]",[],5,4,,X,X
01.164.37.a,jānā,strong,jā,,False,,Earlier & Later,ninth,jñā,1,1.164,01.164.37,a,P,jānāmi,3,intermediate,1.SG.PRS.IND.ACT,ná ví jānāmi= yát iva idám ásmi,ná ví jānāmi yád ivedám ásmi,S S LLS S SLS LS,Triṣṭubh,P,"['Grassmann (G)', 'Oldenberg (o)', 'Arnold (C1)', 'Wuest (w)', 'Witzel (z)']",164,All the Gods (Riddle Song),"Hymns of Dirghatamas, Son of Ucathya and Mamata","S S LLS ,S_S|LS_LS",False,5,11,"['ná', 'ví', 'jā', 'nā', 'mi', 'yá', 'd i', 've', 'dá', 'm ás', 'mi']",,True,1,,[],ná ví jānāmi yád ivedám ásmi,jānā,"[3, 4]",[],4,3,,X,X
04.004.06.a,jānā,strong,jā,,False,,Earlier & Later,ninth,jñā,4,4.004,04.004.06,a,M,jānāti,3,intermediate,3.SG.PRS.IND.ACT,sá te-_ jānāti= sumatím} yaviṣṭha,sá te jānāti sumatíṁ yaviṣṭha,S L LLS SSL SLS,Triṣṭubh,S,,300,Agni Killer of Demons,Hymns to Agni,"S L LLS ,SS|L SLS",False,5,11,"['sá', 'te', 'jā', 'nā', 'ti', 'su', 'ma', 'tíṁ', 'ya', 'viṣ', 'ṭha']",,True,1,,[],sá te jānāti sumatíṁ yaviṣṭha,jānā,"[3, 4]",[],4,3,,X,X
05.061.07.a,jānā,strong,jā,,False,,Earlier & Later,ninth,jñā,5,5.061,05.061.07,a,M,jānā́ti,3,verse final,3.SG.PRS.IND.ACT,ví yā́ jānā́ti jásurim,ví yā́ jānā́ti jásuriṁ,S L LLS SSL,Gāyatrī,A,"['Grassmann (G)', 'Oldenberg (O)', 'Wuest (W)', 'Witzel (Z)']",415,The Maruts and Syavasva,Hymns of Syavasva to the Maruts,S L LL|S SSL,False,-1,8,"['ví', 'yā́', 'jā', 'nā́', 'ti', 'já', 'su', 'riṁ']",,True,0,scansion_cadence=SSSX,[6],ví yā́ jānā́ti jásuriṁ,jānā,"[3, 4]",[],4,3,,X,X
06.009.02.a,jānā,strong,jā,,False,,Earlier & Later,ninth,jñā,6,6.009,06.009.02,a,D,jānāmi,6,verse final,1.SG.PRS.IND.ACT,ná ahám tántum= ná ví jānāmi ótum,nā́háṁ tántuṁ ná ví jānāmi ótuṁ,LL LL S S LLS LL,Triṣṭubh,C,['Arnold (C1)'],450,Agni Vaisvanara,Hymns to Agni,"LL LL ,S S L|LS LL",False,4,11,"['nā́', 'háṁ', 'tán', 'tuṁ', 'ná', 'ví', 'jā', 'nā', 'mi', 'ó', 'tuṁ']",caesura_position_alt=5,True,1,,[],nā́háṁ tántuṁ ná ví jānāmi ótuṁ,jānā,"[7, 8]",[],8,7,,L,X
06.009.03.a,jānā,strong,jā,,False,,Earlier & Later,ninth,jñā,6,6.009,06.009.03,a,D,jānāti,6,verse final,3.SG.PRS.IND.ACT,sáḥ ít tántum= sá ví jānāti ótum,sá ít tántuṁ sá ví jānāti ótuṁ,S L LL S S LLS LL,Triṣṭubh,C,['Arnold (C1)'],450,Agni Vaisvanara,Hymns to Agni,"S L LL ,S S L|LS LL",False,4,11,"['sá', 'ít', 'tán', 'tuṁ', 'sá', 'ví', 'jā', 'nā', 'ti', 'ó', 'tuṁ']",caesura_position_alt=5,True,1,,[],sá ít tántuṁ sá ví jānāti ótuṁ,jānā,"[7, 8]",[],8,7,,L,X
10.139.06.d,jānā,strong,jā,,False,,Earlier & Later,ninth,jñā,10,10.139,10.139.06,d,P,jānāt,4,verse final,3.SG.PRS.INJ.ACT,índraḥ dákṣam= pári jānāt} ahī́nām,índro dákṣam pári jānād ahī́nām,LL LL SS LL SLL,Triṣṭubh,P,['Arnold (C1)'],965,Surya,Hymns of Manyu,"LL LL ,SS L|L_SLL",False,4,11,"['ín', 'dro', 'dák', 'ṣam', 'pá', 'ri', 'jā', 'nā', 'd a', 'hī́', 'nām']",,True,1,,[],índro dákṣam pári jānād ahī́nām,jānā,"[7, 8]",[],8,7,,L,X
09.067.24.b,punī,weak,pū,,False,,Earlier & Later,ninth,pū,9,9.067,09.067.24,b,MO,punīhi,3,verse final,2.SG.PRS.IMP.ACT,ágne-_ téna punīhi naḥ,ágne téna punīhi naḥ,LL LS SLS L,Gāyatrī,N,"['Oldenberg (O)', 'Wuest (W)']",779,Soma and Other Gods,Tirasci and Other Poets,LL LS |SLS L,False,-1,8,"['ág', 'ne', 'té', 'na', 'pu', 'nī', 'hi', 'naḥ']",,True,1,,[],ágne téna punīhi naḥ,punī,"[5, 6]",[],6,5,,L,S
09.067.24.c,punī,weak,pū,,False,,Earlier & Later,ninth,pū,9,9.067,09.067.24,c,MO,punīhi,2,verse final,2.SG.PRS.IMP.ACT,brahmasavaíḥ punīhi naḥ,brahmasavaíḥ punīhi naḥ,LSSL SLS L,Gāyatrī,N,"['Oldenberg (O)', 'Wuest (W)']",779,Soma and Other Gods,Tirasci and Other Poets,LSSL |SLS L,False,-1,8,"['brah', 'ma', 'sa', 'vaíḥ', 'pu', 'nī', 'hi', 'naḥ']",,True,1,,[],brahmasavaíḥ punīhi naḥ,punī,"[5, 6]",[],6,5,,L,S
09.067.27.d,punī,weak,pū,,False,,Earlier & Later,ninth,pū,9,9.067,09.067.27,d,MO,punīhí,2,verse final,2.SG.PRS.IMP.ACT,jā́tavedaḥ punīhí mā,*jā́tavedaḥ punīhí mā,LSLL SLS L,Aṇuṣṭubh,N,"['Oldenberg (O)', 'Wuest (W)']",779,Soma and Other Gods,Tirasci and Other Poets,LSLL |SLS L,True,-1,8,"['jā́', 'ta', 've', 'daḥ', 'pu', 'nī', 'hí', 'mā']",,True,1,,[],jā́tavedaḥ punīhí mā,punī,"[5, 6]",[],6,5,,L,S
09.067.27.c,punī,weak,pū,,False,,Earlier & Later,ninth,pū,9,9.067,09.067.27,c,MO,punītá,3,verse final,2.PL.PRS.IMP.ACT,víśve?_ devāḥ punītá mā,*víśve devāḥ punītá mā,LL LL SLS L,Aṇuṣṭubh,N,"['Oldenberg (O)', 'Wuest (W)']",779,Soma and Other Gods,Tirasci and Other Poets,LL LL |SLS L,True,-1,8,"['víś', 've', 'de', 'vāḥ', 'pu', 'nī', 'tá', 'mā']",,True,1,,[],víśve devāḥ punītá mā,punī,"[5, 6]",[],6,5,,L,S
01.015.02.b,punī,weak,pū,,False,,Earlier & Later,ninth,pū,1,1.015,01.015.02,b,MO,punītana,3,,2.PL.PRS.IMP.ACT,potrā́t yajñám punītana,potrā́d yajñám punītana,LL LL SLSS,Gāyatrī,N,,15,Cycle of the Gods,Hymns of Medhatithi,LL LL |SLSS,False,-1,8,"['pot', 'rā́d', 'yaj', 'ñám', 'pu', 'nī', 'ta', 'na']",,True,1,,[],potrā́d yajñám punītana,punī,"[5, 6]",[],6,5,,L,S
07.085.01.a,punī,weak,pū,,False,,Earlier & Later,ninth,pū,7,7.085,07.085.01,a,M,punīṣé,1,intermediate,1.SG.PRS.IND.MED,punīṣé?_ vām= arakṣásam} manīṣā́m,punīṣé vām arakṣásam manīṣā́ṁ,SLL L SLSL SLL,Triṣṭubh,S,,601,Indra and Varuna,Hymns to Indra and Varuna,"SLL L,_SLS|L SLL",False,4,11,"['pu', 'nī', 'ṣé', 'vā', 'm a', 'rak', 'ṣá', 'sam', 'ma', 'nī', 'ṣā́ṁ']",caesura_position_inside_syllable=True,True,0,scansion_post_caesura=SL,[6],punīṣé vām arakṣásam manīṣā́ṁ,punī,"[1, 2]",[],2,1,,X,X
08.012.11.b,punī,weak,pū,,False,,Earlier & Later,ninth,pū,8,8.012,08.012.11,b,M,punīte,2,verse final,3.SG.PRS.SBJV.MED,krátum punīte?_ ānuṣák,krátum punīta ānuṣák,SL SLS LSL,,A,,632,Indra,Various Sons of Kanva,SL SLS LSL,False,-1,8,"['krá', 'tum', 'pu', 'nī', 'ta', 'ā', 'nu', 'ṣák']",,True,-1,,[],krátum punīta ānuṣák,punī,"[3, 4]",[],4,3,,,
08.013.01.b,punī,weak,pū,,False,,Earlier & Later,ninth,pū,8,8.013,08.013.01,b,M,punīte,2,verse final,3.SG.PRS.SBJV.MED,krátum punīte?_ ukthya\m,krátum punīta ukthíyam,SL SLS LSL,,A,,633,Indra,Various Sons of Kanva,SL SLS LSL,False,-1,8,"['krá', 'tum', 'pu', 'nī', 'ta', 'uk', 'thí', 'yam']",,True,-1,,[],krátum punīta ukthíyam,punī,"[3, 4]",[],4,3,,,
09.004.04.a,punī,weak,pū,,False,,Earlier & Later,ninth,pū,9,9.004,09.004.04,a,MO,punītána,2,,2.PL.PRS.IMP.ACT,pávītāraḥ punītána,pávītāraḥ punītána,SLLL SLSS,Gāyatrī,N,,716,Soma,Tirasci and Other Poets,SLLL |SLSS,False,-1,8,"['pá', 'vī', 'tā', 'raḥ', 'pu', 'nī', 'tá', 'na']",,True,1,,[],pávītāraḥ punītána,punī,"[5, 6]",[],6,5,,L,S
09.011.05.b,punī,weak,pū,,False,,Earlier & Later,ninth,pū,9,9.011,09.011.05,b,MO,punītana,3,,2.PL.PRS.IMP.ACT,sutám sómam punītana,sutáṁ sómam punītana,SL LL SLSS,Gāyatrī,N,,723,Soma,Tirasci and Other Poets,SL LL |SLSS,False,-1,8,"['su', 'táṁ', 'só', 'mam', 'pu', 'nī', 'ta', 'na']",,True,1,,[],sutáṁ sómam punītana,punī,"[5, 6]",[],6,5,,L,S
09.016.03.c,punī,weak,pū,,False,,Earlier & Later,ninth,pū,9,9.016,09.016.03,c,MO,punīhí,1,intermediate,2.SG.PRS.IMP.ACT,punīhí índrāya pā́tave-_,punīhī́ndrāya pā́tave,SLLLS LSL,Gāyatrī,N,,728,Soma,Tirasci and Other Poets,SLLL|S LSL,False,-1,8,"['pu', 'nī', 'hī́n', 'drā', 'ya', 'pā́', 'ta', 've']",,True,1,,[],punīhī́ndrāya pā́tave,punī,"[1, 2]",[],2,1,,X,X
09.051.01.c,punī,weak,pū,,False,,Earlier & Later,ninth,pū,9,9.051,09.051.01,c,MO,punīhí,1,intermediate,2.SG.PRS.IMP.ACT,punīhí índrāya pā́tave-_,punīhī́ndrāya pā́tave,SLLLS LSL,Gāyatrī,N,,763,Soma,Tirasci and Other Poets,SLLL|S LSL,False,-1,8,"['pu', 'nī', 'hī́n', 'drā', 'ya', 'pā́', 'ta', 've']",,True,1,,[],punīhī́ndrāya pā́tave,punī,"[1, 2]",[],2,1,,X,X
09.062.29.a,punī,weak,pū,,False,,Earlier & Later,ninth,pū,9,9.062,09.062.29,a,MO,punītana,3,,2.PL.PRS.IMP.ACT,índrāya índum punītana,índrāyéndum punītana,LLLL SLSS,Gāyatrī,N,,774,Soma,Tirasci and Other Poets,LLLL |SLSS,False,-1,8,"['ín', 'drā', 'yén', 'dum', 'pu', 'nī', 'ta', 'na']",,True,1,,[],índrāyéndum punītana,punī,"[5, 6]",[],6,5,,L,S
09.067.23.c,punī,weak,pū,,False,,Earlier & Later,ninth,pū,9,9.067,09.067.23,c,MO,punīhi,3,verse final,2.SG.PRS.IMP.ACT,bráhma téna punīhi naḥ,bráhma téna punīhi naḥ,LS LS SLS L,Gāyatrī,N,"['Oldenberg (O)', 'Wuest (W)']",779,Soma and Other Gods,Tirasci and Other Poets,LS LS |SLS L,False,-1,8,"['bráh', 'ma', 'té', 'na', 'pu', 'nī', 'hi', 'naḥ']",,True,1,,[],bráhma téna punīhi naḥ,punī,"[5, 6]",[],6,5,,L,S
09.067.25.c,punī,weak,pū,,False,,Earlier & Later,ninth,pū,9,9.067,09.067.25,c,MO,punīhi,2,verse final,2.SG.PRS.IMP.ACT,mā́m punīhi viśvátaḥ,máam punīhi viśvátaḥ,SL SLS LSL,Gāyatrī,N,"['Oldenberg (O)', 'Wuest (W)']",779,Soma and Other Gods,Tirasci and Other Poets,SL SL|S LSL,False,-1,8,"['má', 'am', 'pu', 'nī', 'hi', 'viś', 'vá', 'taḥ']",,True,1,,[],máam punīhi viśvátaḥ,punī,"[3, 4]",[],4,3,,X,X
09.067.26.c,punī,weak,pū,,False,,Earlier & Later,ninth,pū,9,9.067,09.067.26,c,MO,punīhi,3,verse final,2.SG.PRS.IMP.ACT,ágne-_ dákṣaiḥ punīhi naḥ,ágne dákṣaiḥ punīhi naḥ,LL LL SLS L,Gāyatrī,N,"['Oldenberg (O)', 'Wuest (W)']",779,Soma and Other Gods,Tirasci and Other Poets,LL LL |SLS L,False,-1,8,"['ág', 'ne', 'dák', 'ṣaiḥ', 'pu', 'nī', 'hi', 'naḥ']",,True,1,,[],ágne dákṣaiḥ punīhi naḥ,punī,"[5, 6]",[],6,5,,L,S
10.030.05.d,punī,weak,pū,,False,,Earlier & Later,ninth,pū,10,10.03,10.030.05,d,M,punītāt,4,,2.SG.PRS.IMP.ACT,yát āsiñcā́ḥ= óṣadhībhiḥ} punītāt,yád āsiñcā́ óṣadhībhiḥ punītāt,S LLL LSLL SLL,Triṣṭubh,N,,856,The Waters,Hymns of Kavasa Ailusa,"S_LLL ,LSL|L SLL",False,4,11,"['yá', 'd ā', 'siñ', 'cā́', 'ó', 'ṣa', 'dhī', 'bhiḥ', 'pu', 'nī', 'tāt']",,True,1,,[],yád āsiñcā́ óṣadhībhiḥ punītāt,punī,"[9, 10]",[],10,9,,L,S
01.133.01.a,punā,strong,pū,,False,,Earlier & Later,ninth,pū,1,1.133,01.133.01,a,P,punāmi,2,intermediate,1.SG.PRS.IND.ACT,ubhé+_ punāmi= ródasī+_} r̥téna,ubhé punāmi ródasī r̥téna,SL SLS LSL SLS,Triṣṭubh,P,"['Grassmann (G)', 'Arnold (C1)']",133,Indra,"Hymns of Parucchepa, Son of Divodasa","SL SLS ,LS|L SLS",False,5,11,"['u', 'bhé', 'pu', 'nā', 'mi', 'ró', 'da', 'sī', 'r̥', 'té', 'na']",,True,1,,[],ubhé punāmi ródasī r̥téna,punā,"[3, 4]",[],4,3,,X,X
01.160.03.b,punā,strong,pū,,False,,Earlier & Later,ninth,pū,1,1.16,01.160.03,b,M,punā́ti,1,intermediate,3.SG.PRS.IND.ACT,punā́ti dhī́raḥ= bhúvanāni māyáyā,punā́ti dhī́ro bhúvanāni māyáyā,SLS LL SSLS LSL,Jagatī,C,,160,Heaven and Earth,"Hymns of Dirghatamas, Son of Ucathya and Mamata","SLS LL ,SS|LS LSL",False,5,12,"['pu', 'nā́', 'ti', 'dhī́', 'ro', 'bhú', 'va', 'nā', 'ni', 'mā', 'yá', 'yā']",,True,1,,[],punā́ti dhī́ro bhúvanāni māyáyā,punā,"[1, 2]",[],2,1,,X,X
09.001.06.a,punā,strong,pū,,False,,Earlier & Later,ninth,pū,9,9.001,09.001.06,a,MO,punā́ti,1,intermediate,3.SG.PRS.IND.ACT,punā́ti te-_ parisrútam,punā́ti te parisrútaṁ,SLS L SLSL,Gāyatrī,N,,713,Soma,Tirasci and Other Poets,SLS L |SLSL,False,-1,8,"['pu', 'nā́', 'ti', 'te', 'pa', 'ris', 'rú', 'taṁ']",,True,1,,[],punā́ti te parisrútaṁ,punā,"[1, 2]",[],2,1,,X,X
09.067.22.c,punā,strong,pū,,False,,Earlier & Later,ninth,pū,9,9.067,09.067.22,c,MO,punātu,4,verse final,3.SG.PRS.IMP.ACT,yáḥ potā́ sá punātu naḥ,yáḥ potā́ sá punātu naḥ,L LL S SLS L,Gāyatrī,N,"['Oldenberg (O)', 'Wuest (W)']",779,Soma and Other Gods,Tirasci and Other Poets,L LL S |SLS L,False,-1,8,"['yáḥ', 'po', 'tā́', 'sá', 'pu', 'nā', 'tu', 'naḥ']",,True,1,,[],yáḥ potā́ sá punātu naḥ,punā,"[5, 6]",[],6,5,,L,S
09.104.03.a,punā,strong,pū,,False,,Earlier & Later,ninth,pū,9,9.104,09.104.03,a,M,punā́ta,1,verse final,2.PL.PRS.IMP.ACT,punā́tā+ dakṣasā́dhanam,punā́tā dakṣasā́dhanaṁ,SLL LSLSL,,A,,816,Soma,The Usnih Group,SLL LSLSL,False,-1,8,"['pu', 'nā́', 'tā', 'dak', 'ṣa', 'sā́', 'dha', 'naṁ']",,True,-1,,[],punā́tā dakṣasā́dhanaṁ,punā,"[1, 2]",[],2,1,,,
10.013.03.d,punā,strong,pū,,False,,Earlier & Later,ninth,pū,10,10.013,10.013.03,d,P,punāmi,5,,1.SG.PRS.IND.ACT,r̥tásya nā́bhau= ádhi sám} punāmi,r̥tásya nā́bhāv ádhi sám punāmi,SLS LL SS L SLS,Triṣṭubh,P,"['Grassmann (G)', 'Arnold (C1)']",839,The Two Sacrificial Carts,Yama Hymns,"SLS LL,_SS |L SLS",False,5,11,"['r̥', 'tás', 'ya', 'nā́', 'bhā', 'v á', 'dhi', 'sám', 'pu', 'nā', 'mi']",caesura_position_inside_syllable=True,True,1,,[],r̥tásya nā́bhāv ádhi sám punāmi,punā,"[9, 10]",[],10,9,,L,S
07.007.03.b,prīṇī,weak,prī,,False,,Earlier & Later,ninth,prī,7,7.007,07.007.03,b,M,prīṇīté,1,intermediate,3.SG.PRS.IND.MED,prīṇīté?_ agníḥ= īḷitáḥ} ná+_ hótā,prīṇīté agnír īḷitó ná hótā,LLL LS LSL S LL,Triṣṭubh,S,,523,Agni,Hymns to Agni,"LLL LS,_LS|L S LL",False,5,11,"['prī', 'ṇī', 'té', 'ag', 'ní', 'r ī', 'ḷi', 'tó', 'ná', 'hó', 'tā']",caesura_position_inside_syllable=True,True,1,,[],prīṇīté agnír īḷitó ná hótā,prīṇī,"[1, 2]",[],2,1,,X,X
10.101.07.a,prīṇī,weak,prī,,False,,Earlier & Later,ninth,prī,10,10.101,10.101.07,a,P,prīṇītá,1,intermediate,2.PL.PRS.IMP.ACT,prīṇītá áśvān hitám jayātha,*priṇītá@ áśvān hitáṁ jayātha,SLS LL SL SLS,,P,['Arnold (C1)'],927,The Sacrificial Priest,Hymns of Manyu,SLS LL SL SLS,True,-1,10,"['pri', 'ṇī', 'tá', 'áś', 'vān', 'hi', 'táṁ', 'ja', 'yā', 'tha']",,True,-1,,[],priṇītá áśvān hitáṁ jayātha,priṇī,"[1, 2]",[],2,1,,,
08.023.16.b,prīṇā,strong,prī,,False,,Earlier & Later,ninth,prī,8,8.023,08.023.16,b,M,aprīṇāt,2,verse final,3.SG.IPRF.IND.ACT,ukṣaṇyúḥ aprīṇāt ŕ̥ṣiḥ,ukṣaṇyúr apriṇād@ ŕ̥ṣiḥ,LLS LSL SL,,A,,643,Agni,Hymns of Vyasva,LLS_LSL_SL,True,-1,8,"['uk', 'ṣaṇ', 'yú', 'r ap', 'ri', 'ṇā', 'd ŕ̥', 'ṣiḥ']",,True,-1,,[],ukṣaṇyúr apriṇād ŕ̥ṣiḥ,priṇā,"[4, 5, 6]",[],6,5,,,
10.085.24.b,badhnā,strong,badh,,False,,Earlier & Later,ninth,bandh,10,10.085,10.085.24,b,P,ábadhnāt,3,intermediate,3.SG.IPRF.IND.ACT,yéna tvā ábadhnāt= savitā́} suśévaḥ,yéna tvā́badhnāt savitā́ suśévaḥ,LL LLL SSL SLL,Triṣṭubh,P,"['Grassmann (G)', 'Oldenberg (O)', 'Arnold (C2)']",911,Wedding Hymn,Hymns of Manyu,"L_LLLL ,SS|L SLL",False,5,11,"['yé', 'na t', 'vā́', 'badh', 'nāt', 'sa', 'vi', 'tā́', 'su', 'śé', 'vaḥ']",,True,1,,[],yéna tvā́badhnāt savitā́ suśévaḥ,badhnā,"[4, 5]",[],5,4,,X,X
01.093.06.b,mathnā,strong,math,,False,,Earlier & Later,ninth,mathⁱ,1,1.093,01.093.06,b,D,ámathnāt,1,intermediate,3.SG.IPRF.IND.ACT,ámathnāt anyám= pári śyenáḥ ádreḥ,ámathnād anyám pári śyenó ádreḥ,SLL LL SL LL LL,Triṣṭubh,p,"['Oldenberg (o)', 'Arnold (C1)', 'Wuest (W)']",93,Agni and Soma,"Hymns of Gotama, the Son of Rahugana","SLL_LL ,S_L|LL LL",False,5,11,"['á', 'math', 'nā', 'd an', 'yám', 'pá', 'ri ś', 'ye', 'nó', 'ád', 'reḥ']",,True,0,scansion_cadence=LLLX scansion_post_caesura=SL,"[7, 9]",ámathnād anyám pári śyenó ádreḥ,mathnā,"[2, 3]",[],3,2,,X,X
01.093.04.b,muṣṇī,weak,muṣ,,False,,Earlier & Later,ninth,muṣⁱ,1,1.093,01.093.04,b,D,ámuṣṇītam,2,intermediate,2.DU.IPRF.IND.ACT,yát ámuṣṇītam= avasám} paṇím gā́ḥ,yád ámuṣṇītam avasám paṇíṁ gā́ḥ,S SLLS SSL SL L,Triṣṭubh,p,"['Oldenberg (o)', 'Arnold (C1)', 'Wuest (W)']",93,Agni and Soma,"Hymns of Gotama, the Son of Rahugana","S_SLLS,_SS|L SL L",False,5,11,"['yá', 'd á', 'muṣ', 'ṇī', 'ta', 'm a', 'va', 'sám', 'pa', 'ṇíṁ', 'gā́ḥ']",caesura_position_inside_syllable=True,True,1,,[],yád ámuṣṇītam avasám paṇíṁ gā́ḥ,muṣṇī,"[3, 4]",[],4,3,,X,X
