01.001.01a | agním īḷe puróhitaṁ
01.043.04b | rudráṁ jálāṣabheṣajam
01.043.04c | tác chaṁyóḥ sumnám īmahe

01.043.05a | yáḥ śukrá iva sū́riyo
01.043.05b | híraṇyam iva rócate
01.043.05c | śréṣṭho devā́naaṁ vásuḥ

01.043.06a | śáṁ naḥ karati árvate
01.043.06b | sugám meṣā́ya meṣíye
01.043.06c | nŕ̥bhyo nā́ribhiyo gáve

01.043.07a | asmé soma śríyam ádhi
01.043.07b | ní dhehi śatásya nr̥r̥ṇā́m+
01.043.07c | máhi śrávas tuvinr̥mṇám

01.043.08a | mā́ naḥ somaparibā́dho
01.043.08b | mā́rātayo juhuranta
01.043.08c | ā́ na indo vā́je bhaja

01.043.09a | yā́s te prajā́ amŕ̥tasya
01.043.09b | párasmin dhā́mann r̥tásya
01.043.09c | mūrdhā́ nā́bhā soma vena
01.043.09d | ābhū́ṣantīḥ soma vedaḥ

01.044.01a | ágne vívasvad uṣásaś
01.044.01b | citráṁ rā́dho amartiya
01.044.01c | ā́ dāśúṣe jātavedo vahā tuvám
01.044.01d | adyā́ devā́m̐ uṣarbúdhaḥ

01.044.02a | júṣṭo hí dūtó ási havyavā́hano
01.044.02b | ágne rathī́r adhvarā́ṇām
01.044.02c | sajū́r aśvíbhyām uṣásā suvī́riyam
01.044.02d | asmé dhehi śrávo br̥hát

01.044.03a | adyā́ dūtáṁ vr̥ṇīmahe
01.044.03b | vásum agním purupriyám
01.044.03c | dhūmáketum bhā́r̥jīkaṁ víuṣṭiṣu
01.044.03d | yajñā́nām adhvaraśríyam

01.044.04a | śréṣṭhaṁ yáviṣṭham átithiṁ súāhutaṁ
01.044.04b | júṣṭaṁ jánāya dāśúṣe
01.044.04c | devā́m̐ áchā yā́tave jātávedasam
01.044.04d | agním īḷe víuṣṭiṣu

01.044.05a | staviṣyā́mi tuvā́m aháṁ
01.044.05b | víśvasyāmr̥ta bhojana
01.044.05c | ágne trātā́ram amŕ̥tam miyedhiya
01.044.05d | yájiṣṭhaṁ havyavāhana

01.044.06a | suśáṁso bodhi gr̥ṇaté yaviṣṭhiya
01.044.06b | mádhujihvaḥ súāhutaḥ
01.044.06c | práskaṇvasya pratiránn ā́yu@ jīváse
01.044.06d | namasyā́ daíviyaṁ jánam

01.044.07a | hótāraṁ viśvávedasaṁ
01.044.07b | sáṁ hí tvā víśa indháte
01.044.07c | sá ā́ vaha puruhūta prácetaso
01.044.07d | ágne devā́m̐ ihá dravát

01.044.08a | savitā́ram uṣásam aśvínā bhágam
01.044.08b | agníṁ víuṣṭiṣu kṣápaḥ
01.044.08c | káṇvāsas tvā sutásomāsa indhate
01.044.08d | havyavā́haṁ suadhvara

01.044.09a | pátir hí adhvarā́ṇaam
01.044.09b | ágne dūtó viśā́m ási
01.044.09c | uṣarbúdha ā́ vaha sómapītaye
01.044.09d | devā́m̐ adyá suvardŕ̥śaḥ

01.044.10a | ágne pū́rvā ánūṣáso vibhāvaso
01.044.10b | dīdétha viśvádarśataḥ
01.044.10c | ási grā́meṣu avitā́ puróhito
01.044.10d | ási yajñéṣu mā́nuṣaḥ

01.044.11a | ní tvā yajñásya sā́dhanam
01.044.11b | ágne hótāram r̥tvíjam
01.044.11c | manuṣvád deva dhīmahi prácetasaṁ
01.044.11d | jīráṁ dūtám ámartiyam

01.044.12a | yád devā́nām mitramahaḥ puróhito
01.044.12b | ántaro yā́si dūtíyam
01.044.12c | síndhor iva prásvanitāsa ūrmáyo
01.044.12d | agnér bhrājante arcáyaḥ

01.044.13a | śrudhí śrutkarṇa váhnibhir
01.044.13b | devaír agne sayā́vabhiḥ
01.044.13c | ā́ sīdantu barhíṣi mitró aryamā́
01.044.13d | prātaryā́vāṇo adhvarám

01.044.14a | śr̥ṇvántu stómam marútaḥ sudā́navo
01.044.14b | agnijihvā́ r̥tāvŕ̥dhaḥ
01.044.14c | píbatu sómaṁ váruṇo dhr̥távrato
01.044.14d | aśvíbhyām uṣásā sajū́ḥ

01.045.01a | tuvám agne vásūm̐r ihá
01.045.01b | rudrā́m̐ āditiyā́m̐ utá
01.045.01c | yájā suadhvaráṁ jánam
01.045.01d | mánujātaṁ ghr̥taprúṣam

01.045.02a | śruṣṭīvā́no hí dāśúṣe
01.045.02b | devā́ agne vícetasaḥ
01.045.02c | tā́n rohidaśva girvaṇas
01.045.02d | tráyastriṁśatam ā́ vaha

01.045.03a | priyamedhavád atriváj
01.045.03b | jā́tavedo virūpavát
01.045.03c | aṅgirasván mahivrata
01.045.03d | práskaṇvasya śrudhī hávam

01.045.04a | máhikerava ūtáye
01.045.04b | priyámedhā ahūṣata
01.045.04c | rā́jantam adhvarā́ṇaam
01.045.04d | agníṁ śukréṇa śocíṣā

01.045.05a | ghŕ̥tāhavana santiya
01.045.05b | imā́ u ṣú śrudhī gíraḥ
01.045.05c | yā́bhiḥ káṇvasya sūnávo
01.045.05d | hávante ávase tuvā

01.045.06a | tuvā́ṁ citraśravastama
01.045.06b | hávante vikṣú jantávaḥ
01.045.06c | śocíṣkeśam purupriya
01.045.06d | ágne havyā́ya vóḷhave

01.045.07a | ní tvā hótāram r̥tvíjaṁ
01.045.07b | dadhiré vasuvíttamam
01.045.07c | śrútkarṇaṁ sapráthastamaṁ
01.045.07d | víprā agne díviṣṭiṣu

01.045.08a | ā́ tvā víprā acucyavuḥ
01.045.08b | sutásomā abhí práyaḥ
01.045.08c | br̥hád bhā́ bíbhrato havír
01.045.08d | ágne mártāya dāśúṣe

01.045.09a | prātaryā́vṇaḥ sahaskr̥ta
01.045.09b | somapéyāya santiya
01.045.09c | ihā́dyá daíviyaṁ jánam
01.045.09d | barhír ā́ sādayā vaso

01.045.10a | arvā́ñcaṁ daíviyaṁ jánam
01.045.10b | ágne yákṣva sáhūtibhiḥ
01.045.10c | ayáṁ sómaḥ sudānavas
01.045.10d | tám pāta tiróahniyam

01.046.01a | eṣó uṣā́ ápūrviyā
01.046.01b | ví uchati priyā́ diváḥ
01.046.01c | stuṣé vām aśvinā br̥hát

01.046.02a | yā́ dasrā́ síndhumātarā
01.046.02b | manotárā rayīṇáam
01.046.02c | dhiyā́ devā́ vasuvídā

01.046.03a | vacyánte vāṁ kakuhā́so
01.046.03b | jūrṇā́yām ádhi viṣṭápi
01.046.03c | yád vāṁ rátho víbhiṣ pátāt

01.046.04a | havíṣā jāró apáam
01.046.04b | píparti pápurir narā
01.046.04c | pitā́ kúṭasya carṣaṇíḥ

01.046.05a | ādāró vām matīnáaṁ
01.046.05b | nā́satyā matavacasā
01.046.05c | pātáṁ sómasya dhr̥ṣṇuyā́

01.046.06a | yā́ naḥ pī́parad aśvinā
01.046.06b | jyótiṣmatī támas tiráḥ
01.046.06c | tā́m asmé rāsathām@ íṣam

01.046.07a | ā́ no nāvā́ matīnáaṁ
01.046.07b | yātám pārā́ya gántave
01.046.07c | yuñjā́thām aśvinā rátham

01.046.08a | arítraṁ vāṁ divás pr̥thú
01.046.08b | tīrthé síndhūnaaṁ ráthaḥ
01.046.08c | dhiyā́ yuyujra índavaḥ

01.046.09a | divás kaṇvāsa índavo
01.046.09b | vásu síndhūnaam padé
01.046.09c | sváṁ vavríṁ kúha dhitsathaḥ

01.046.10a | ábhūd u bhā́ u aṁśáve
01.046.10b | híraṇyam práti sū́riyaḥ
01.046.10c | ví akhyaj jihváyā́sitaḥ

01.046.11a | ábhūd u pārám étave
01.046.11b | pánthā r̥tásya sādhuyā́
01.046.11c | ádarśi ví srutír diváḥ

01.046.12a | tát-tad íd aśvínor ávo
01.046.12b | jaritā́ práti bhūṣati
01.046.12c | máde sómasya pípratoḥ

01.046.13a | vāvasānā́ vivásvati
01.046.13b | sómasya pītiyā́ girā́
01.046.13c | manuṣvác chambhū ā́ gatam

01.046.14a | yuvór uṣā́ ánu śríyam
01.046.14b | párijmanor upā́carat
01.046.14c | r̥tā́ vanatho aktúbhiḥ

01.046.15a | ubhā́ pibatam aśvinā
01.046.15b | ubhā́ naḥ śárma yachatam
01.046.15c | avidriyā́bhir ūtíbhiḥ

01.047.01a | ayáṁ vām mádhumattamaḥ
01.047.01b | sutáḥ sóma r̥tāvr̥dhā
01.047.01c | tám aśvinā pibataṁ tiróahniyaṁ
01.047.01d | dhattáṁ rátnāni dāśúṣe

01.047.02a | trivandhuréṇa trivŕ̥tā supéśasā
01.047.02b | ráthenā́ yātam aśvinā
01.047.02c | káṇvāso vām bráhma kr̥ṇvanti adhvaré
01.047.02d | téṣāṁ sú śr̥ṇutaṁ hávam

01.047.03a | áśvinā mádhumattamam
01.047.03b | pātáṁ sómam r̥tāvr̥dhā
01.047.03c | áthādyá dasrā vásu bíbhratā ráthe
01.047.03d | dāśvā́ṁsam úpa gachatam

01.047.04a | triṣadhasthé barhíṣi viśvavedasā
01.047.04b | mádhvā yajñám mimikṣatam
01.047.04c | káṇvāso vāṁ sutásomā abhídyavo
01.047.04d | yuvā́ṁ havante aśvinā

01.047.05a | yā́bhiḥ káṇvam abhíṣṭibhiḥ
01.047.05b | prā́vataṁ yuvám aśvinā
01.047.05c | tā́bhiḥ ṣú asmā́m̐ avataṁ śubhas patī
01.047.05d | pātáṁ sómam r̥tāvr̥dhā

01.047.06a | sudā́se dasrā vásu bíbhratā ráthe
01.047.06b | pŕ̥kṣo vahatam aśvinā
01.047.06c | rayíṁ samudrā́d utá vā divás pári
01.047.06d | asmé dhattam puruspŕ̥ham

01.047.07a | yán nāsatyā parāváti
01.047.07b | yád vā sthó ádhi turváśe
01.047.07c | áto ráthena suvŕ̥tā na ā́ gataṁ
01.047.07d | sākáṁ sū́ryasya raśmíbhiḥ

01.047.08a | arvā́ñcā vāṁ sáptayo adhvaraśríyo
01.047.08b | váhantu sávanéd úpa
01.047.08c | íṣam pr̥ñcántā sukŕ̥te sudā́nava
01.047.08d | ā́ barhíḥ sīdataṁ narā

01.047.09a | téna nāsatiyā́ gataṁ
01.047.09b | ráthena sū́riyatvacā
01.047.09c | yéna śáśvad ūháthur dāśúṣe vásu
01.047.09d | mádhvaḥ sómasya pītáye

01.047.10a | ukthébhir arvā́g ávase purūvásū
01.047.10b | arkaíś ca ní hvayāmahe
01.047.10c | śáśvat káṇvānāṁ sádasi priyé hí kaṁ
01.047.10d | sómam papáthur aśvinā

01.048.01a | sahá vāména na uṣo
01.048.01b | ví uchā duhitar divaḥ
01.048.01c | sahá dyumnéna br̥hatā́ vibhāvari
01.048.01d | rāyā́ devi dáasvatī

01.048.02a | áśvāvatīr gómatīr viśvasuvído
01.048.02b | bhū́ri cyavanta vástave
01.048.02c | úd īraya práti mā sūnŕ̥tā uṣaś
01.048.02d | códa rā́dho maghónaam

01.048.03a | uvā́soṣā́ uchā́c ca nú
01.048.03b | devī́ jīrā́ ráthānaam
01.048.03c | yé asyā ̀ ācáraṇeṣu dadhriré
01.048.03d | samudré ná śravasyávaḥ

01.048.04a | úṣo yé te ̀ prá yā́meṣu yuñjáte
01.048.04b | máno dānā́ya sūráyaḥ
01.048.04c | átrā́ha tát káṇva eṣāṁ káṇvatamo
01.048.04d | nā́ma gr̥ṇāti nr̥r̥ṇáam+

01.048.05a | ā́ ghā yóṣeva sūnárī
01.048.05b | uṣā́ yāti prabhuñjatī́
01.048.05c | jaráyantī vŕ̥janam padvád īyata
01.048.05d | út pātayati pakṣíṇaḥ

01.048.06a | ví yā́ sr̥játi sámanaṁ ví arthínaḥ
01.048.06b | padáṁ ná veti ódatī
01.048.06c | váyo nákiṣ ṭe paptivā́ṁsa āsate
01.048.06d | víuṣṭau vājinīvati

01.048.07a | eṣā́yukta parāvátaḥ
01.048.07b | sū́ryasyodáyanād ádhi
01.048.07c | śatáṁ ráthebhiḥ subhágā uṣā́ iyáṁ
01.048.07d | ví yāti abhí mā́nuṣān

01.048.08a | víśvam asyā nānāma cákṣase jágaj
01.048.08b | jyótiṣ kr̥ṇoti sūnárī
01.048.08c | ápa dvéṣo maghónī duhitā́ divá
01.048.08d | uṣā́ uchad ápa srídhaḥ

01.048.09a | úṣa ā́ bhāhi bhānúnā
01.048.09b | candréṇa duhitar divaḥ
01.048.09c | āváhantī bhū́ri asmábhyaṁ saúbhagaṁ
01.048.09d | viuchántī díviṣṭiṣu

01.048.10a | víśvasya hí prā́ṇanaṁ jī́vanaṁ tuvé
01.048.10b | ví yád uchási sūnari
01.048.10c | sā́ no ráthena br̥hatā́ vibhāvari
01.048.10d | śrudhí citrāmaghe hávam

01.048.11a | úṣo vā́jaṁ hí váṁsuva
01.048.11b | yáś citró mā́nuṣe jáne
01.048.11c | ténā́ vaha sukŕ̥to adhvarā́m̐ úpa
01.048.11d | yé tvā gr̥ṇánti váhnayaḥ

01.048.12a | víśvān devā́m̐ ā́ vaha sómapītaye
01.048.12b | antárikṣād uṣas tuvám
01.048.12c | sā́smā́su dhā gómad áśvāvad ukthíyam
01.048.12d | úṣo vā́jaṁ suvī́riyam

01.048.13a | yásyā rúśanto arcáyaḥ
01.048.13b | práti bhadrā́ ádr̥kṣata
01.048.13c | sā́ no rayíṁ viśvávāraṁ supéśasam
01.048.13d | uṣā́ dadātu súgmiyam

01.048.14a | yé cid dhí tvā́m ŕ̥ṣayaḥ pū́rva ūtáye
01.048.14b | juhūré ávase mahi
01.048.14c | sā́ na stómām̐ abhí gr̥ṇīhi rā́dhasā
01.048.14d | úṣaḥ śukréṇa śocíṣā

01.048.15a | úṣo yád adyá bhānúnā
01.048.15b | ví dvā́rāv r̥ṇávo diváḥ
01.048.15c | prá no yachatād avr̥kám pr̥thú chardíḥ
01.048.15d | prá devi gómatīr íṣaḥ

01.048.16a | sáṁ no rāyā́ br̥hatā́ viśvápeśasā
01.048.16b | mimikṣvā́ sám íḷābhir ā́
01.048.16c | sáṁ dyumnéna viśvatúrā uṣo mahi
01.048.16d | sáṁ vā́jair vājinīvati

01.049.01a | úṣo bhadrébhir ā́ gahi
01.049.01b | diváś cid rocanā́d ádhi
01.049.01c | váhantu aruṇápsava
01.049.01d | úpa tvā somíno gr̥hám

01.049.02a | supéśasaṁ sukháṁ ráthaṁ
01.049.02b | yám adhyásthā uṣas tuvám
01.049.02c | ténā suśrávasaṁ jánam
01.049.02d | prā́vādyá duhitar divaḥ

01.049.03a | váyaś cit te patatríṇo
01.049.03b | dvipác cátuṣpad arjuni
01.049.03c | úṣaḥ prā́rann r̥tū́m̐r ánu
01.049.03d | divó ántebhiyas pári

01.049.04a | viuchántī hí raśmíbhir
01.049.04b | víśvam ābhā́si rocanám
01.049.04c | tā́ṁ tvā́m uṣar vasūyávo
01.049.04d | gīrbhíḥ káṇvā ahūṣata

01.050.01a | úd u tyáṁ jātávedasaṁ
01.050.01b | deváṁ vahanti ketávaḥ
01.050.01c | dr̥śé víśvāya sū́riyam

01.050.02a | ápa tyé tāyávo yathā
01.050.02b | nákṣatrā yanti aktúbhiḥ
01.050.02c | sū́rāya viśvácakṣase

01.050.03a | ádr̥śram asya ketávo
01.050.03b | ví raśmáyo jánām̐ ánu
01.050.03c | bhrā́janto agnáyo yathā

01.050.04a | taráṇir viśvádarśato
01.050.04b | jyotiṣkŕ̥d asi sūriya
01.050.04c | víśvam ā́ bhāsi rocanám

01.050.05a | pratyáṅ devā́naaṁ víśaḥ
01.050.05b | pratyáṅṅ úd eṣi mā́nuṣān
01.050.05c | pratyáṅ víśvaṁ súvar dr̥śé

01.050.06a | yénā pavāka+ cákṣasā
01.050.06b | bhuraṇyántaṁ jánām̐ ánu
01.050.06c | tuváṁ varuṇa páśyasi

01.050.07a | ví dyā́m eṣi rájas pr̥thú
01.050.07b | áhā mímāno aktúbhiḥ
01.050.07c | páśyañ jánmāni sūriya

01.050.08a | saptá tvā haríto ráthe
01.050.08b | váhanti deva sūriya
01.050.08c | śocíṣkeśaṁ vicakṣaṇa

01.050.09a | áyukta saptá śundhyúvaḥ
01.050.09b | sū́ro ráthasya naptíyaḥ
01.050.09c | tā́bhir yāti sváyuktibhiḥ

01.050.10a | úd vayáṁ támasas pári
01.050.10b | jyótiṣ páśyanta úttaram
01.050.10c | deváṁ devatrā́ sū́riyam
01.050.10d | áganma jyótir uttamám

01.050.11a | udyánn adyá mitramaha
01.050.11b | āróhann úttarāṁ dívam
01.050.11c | hr̥drogám máma sūriya
01.050.11d | harimā́ṇaṁ ca nāśaya

01.050.12a | śúkeṣu me harimā́ṇaṁ
01.050.12b | ropaṇā́kāsu dadhmasi
01.050.12c | átho hāridravéṣu me
01.050.12d | harimā́ṇaṁ ní dadhmasi

01.050.13a | úd agād ayám ādityó
01.050.13b | víśvena sáhasā sahá
01.050.13c | dviṣántam máhya@ randháyan
01.050.13d | mó aháṁ dviṣaté radham

01.051.01a | abhí tyám meṣám puruhūtám r̥gmíyam
01.051.01b | índraṁ gīrbhír madatā vásvo arṇavám
01.051.01c | yásya dyā́vo ná vicáranti mā́nuṣā
01.051.01d | bhujé máṁhiṣṭham abhí vípram arcata

01.051.02a | abhī́m avanvan suabhiṣṭím ūtáyo
01.051.02b | antarikṣaprā́ṁ táviṣībhir ā́vr̥tam
01.051.02c | índraṁ dákṣāsa r̥bhávo madacyútaṁ
01.051.02d | śatákratuṁ jávanī sūnŕ̥tā́ruhat

01.051.03a | tuváṁ gotrám áṅgirobhyo 'vr̥ṇor ápa
01.051.03b | utā́traye śatádureṣu gātuvít
01.051.03c | saséna cid vimadā́yāvaho vásu
01.051.03d | ājā́v ádriṁ vāvasānásya nartáyan

01.051.04a | tuvám apā́m apidhā́nāvr̥ṇor ápa
01.051.04b | ádhārayaḥ párvate dā́numad vásu
01.051.04c | vr̥tráṁ yád indra śávasā́vadhīr áhim
01.051.04d | ā́d ít sū́ryaṁ diví ā́rohayo dr̥śé

01.051.05a | tuvám māyā́bhir ápa māyíno 'dhamaḥ
01.051.05b | svadhā́bhir yé ádhi śúptāv ájuhvata
01.051.05c | tuvám pípror nr̥maṇaḥ prā́rujaḥ púraḥ
01.051.05d | prá rjíśvānaṁ dasyuhátyeṣu āvitha

01.051.06a | tuváṁ kútsaṁ śuṣṇahátyeṣu āvitha
01.051.06b | árandhayo atithigvā́ya śámbaram
01.051.06c | mahā́ntaṁ cid arbudáṁ ní kramīḥ padā́
01.051.06d | sanā́d evá dasyuhátyāya jajñiṣe

01.051.07a | tuvé víśvā táviṣī sadhríag ghitā́
01.051.07b | táva rā́dhaḥ somapīthā́ya harṣate
01.051.07c | táva vájraś cikite bāhuvór hitó
01.051.07d | vr̥ścā́ śátror áva víśvāni vŕ̥ṣṇiyā

01.051.08a | ví jānīhi ā́riyān yé ca dásyavo
01.051.08b | barhíṣmate randhayā śā́sad avratā́n
01.051.08c | śā́kī bhava yájamānasya coditā́
01.051.08d | víśvét tā́ te sadhamā́deṣu cākana

01.051.09a | ánuvratāya randháyann ápavratān
01.051.09b | ābhū́bhir índraḥ śnatháyann ánābhuvaḥ
01.051.09c | vr̥ddhásya cid várdhato dyā́m ínakṣata
01.051.09d | stávāno vamró ví jaghāna saṁdíhaḥ

01.051.10a | tákṣad yát ta uśánā sáhasā sáho
01.051.10b | ví ródasī majmánā bādhate śávaḥ
01.051.10c | ā́ tvā vā́tasya nr̥maṇo manoyúja
01.051.10d | ā́ pū́ryamāṇam avahann abhí śrávaḥ

01.051.11a | mándiṣṭa yád uśáne kāviyé sácām̐
01.051.11b | índro vaṅkū́ vaṅkutárā́dhi tiṣṭhati
01.051.11c | ugró yayíṁ nír apáḥ srótasāsr̥jad
01.051.11d | ví śúṣṇasya dr̥ṁhitā́ airayat púraḥ

01.051.12a | ā́ smā ráthaṁ vr̥ṣapā́ṇeṣu tiṣṭhasi
01.051.12b | śāryātásya prábhr̥tā yéṣu mándase
01.051.12c | índra yáthā sutásomeṣu cākáno
01.051.12d | anarvā́ṇaṁ ślókam ā́ rohase diví

01.051.13a | ádadā árbhām mahaté vacasyáve
01.051.13b | kakṣī́vate vr̥cayā́m indra sunvaté
01.051.13c | ménābhavo vr̥ṣaṇaśvásya sukrato
01.051.13d | víśvét tā́ te sávaneṣu pravā́ciyā

01.051.14a | índro aśrāyi sudhíyo nireké
01.051.14b | pajréṣu stómo dúriyo ná yū́paḥ
01.051.14c | aśvayúr gavyū́ rathayúr vasūyúr
01.051.14d | índra íd rāyáḥ kṣayati prayantā́

01.051.15a | idáṁ námo vr̥ṣabhā́ya svarā́je
01.051.15b | satyáśuṣmāya taváse avāci
01.051.15c | asmínn indra vr̥jáne sárvavīrāḥ
01.051.15d | smát sūríbhis táva śárman siyāma

01.052.01a | tiyáṁ sú meṣám mahayā suvarvídaṁ
01.052.01b | śatáṁ yásya subhúvaḥ sākám ī́rate
01.052.01c | átyaṁ ná vā́jaṁ havanasyádaṁ rátham
01.052.01d | éndraṁ vavr̥tyām ávase suvr̥ktíbhiḥ

01.052.02a | sá párvato ná dharúṇeṣu ácyutaḥ
01.052.02b | sahásramūtis táviṣīṣu vāvr̥dhe
01.052.02c | índro yád vr̥trám ávadhīn nadīvŕ̥tam
01.052.02d | ubjánn árṇāṁsi járhr̥ṣāṇo ándhasā

01.052.03a | sá hí dvaró dvaríṣu vavrá ū́dhani
01.052.03b | candrábudhno mádavr̥ddho manīṣíbhiḥ
01.052.03c | índraṁ tám ahve suapasyáyā dhiyā́
01.052.03d | máṁhiṣṭharātiṁ sá hí páprir ándhasaḥ

01.052.04a | ā́ yám pr̥ṇánti diví sádmabarhiṣaḥ
01.052.04b | samudráṁ ná subhúvaḥ svā́ abhíṣṭayaḥ
01.052.04c | táṁ vr̥trahátye ánu tasthur ūtáyaḥ
01.052.04d | śúṣmā índram avātā́ áhrutapsavaḥ

01.052.05a | abhí svávr̥ṣṭim máde asya yúdhyato
01.052.05b | raghvī́r iva pravaṇé sasrur ūtáyaḥ
01.052.05c | índro yád vajrī́ dhr̥ṣámāṇo ándhasā
01.052.05d | bhinád valásya paridhī́m̐r iva tritáḥ

01.052.06a | párīṁ ghr̥ṇā́ carati titviṣé śávo
01.052.06b | apó vr̥tvī́ rájaso budhnám ā́śayat
01.052.06c | vr̥trásya yát pravaṇé durgŕ̥bhiśvano
01.052.06d | nijaghántha hánuvor indra tanyatúm

01.052.07a | hradáṁ ná hí tvā nir̥ṣánti ūrmáyo
01.052.07b | bráhmāṇi indra táva yā́ni várdhanā
01.052.07c | tváṣṭā cit te yújiyaṁ vāvr̥dhe śávas
01.052.07d | tatákṣa vájram abhíbhūtiojasam

01.052.08a | jaghanvā́m̐ u háribhiḥ sambhr̥takratav
01.052.08b | índra vr̥trám mánuṣe gātuyánn apáḥ
01.052.08c | áyachathā bāhuvór vájram āyasám
01.052.08d | ádhārayo diví ā́ sū́riyaṁ dr̥śé

01.052.09a | br̥hát sváścandram ámavad yád ukthíyam
01.052.09b | ákr̥ṇvata bhiyásā róhaṇaṁ diváḥ
01.052.09c | yán mā́nuṣapradhanā índram ūtáyaḥ
01.052.09d | súvar nr̥ṣā́co marútó 'madann ánu

01.052.10a | diyaúś cid asya ámavām̐ áheḥ svanā́d
01.052.10b | áyoyavīd bhiyásā vájra indra te
01.052.10c | vr̥trásya yád badbadhānásya rodasī
01.052.10d | máde sutásya śávasā́bhinac chíraḥ

01.052.11a | yád ín nú indra pr̥thivī́ dáśabhujir
01.052.11b | áhāni víśvā tatánanta kr̥ṣṭáyaḥ
01.052.11c | átrā́ha te maghavan víśrutaṁ sáho
01.052.11d | diyā́m ánu śávasā barháṇā bhuvat

01.052.12a | tvám asyá pāré rájaso víomanaḥ
01.052.12b | svábhūtiojā ávase dhr̥ṣanmanaḥ
01.052.12c | cakr̥ṣé bhū́mim pratimā́nam ójaso
01.052.12d | apáḥ súvaḥ paribhū́r eṣi ā́ dívam
