01.001.01a | agním īḷe-_ puróhitam
03.051.05a | pūrvī́ḥ asya= niṣṣídhaḥ mártyeṣu
03.051.05b | purū́-_+ vásūni= pr̥thivī́?_} bibharti
03.051.05c | índrāya dyā́vaḥ= óṣadhīḥ} utá ā́paḥ
03.051.05d | rayím rakṣanti= jīráyaḥ} vánāni

03.051.06a | túbhyam bráhmāṇi= gíraḥ indra túbhyam
03.051.06b | satrā́ dadhire-_= harivaḥ} juṣásva
03.051.06c | bodhí āpíḥ= ávasaḥ nū́tanasya
03.051.06d | sákhe-_ vaso= jaritŕ̥bhyaḥ} váyaḥ dhāḥ

03.051.07a | índra marutvaḥ= ihá pāhi sómam
03.051.07b | yáthā śāryāté?_= ápibaḥ} sutásya
03.051.07c | táva práṇītī-_= táva śūra śárman
03.051.07d | ā́ vivāsanti= kaváyaḥ} suyajñā́ḥ

03.051.08a | sá vāvaśānáḥ= ihá pāhi sómam
03.051.08b | marúdbhiḥ indra= sákhibhiḥ} sutám naḥ
03.051.08c | jātám yát tvā= pári devā́ḥ} ábhūṣan
03.051.08d | mahé-_ bhárāya= puruhūta víśve?_

03.051.09a | aptū́rye?_= marutaḥ āpíḥ eṣáḥ
03.051.09b | ámandan índram= ánu dā́tivārāḥ
03.051.09c | tébhiḥ sākám= pibatu vr̥trakhādáḥ
03.051.09d | sutám sómam= dāśúṣaḥ své-_} sadhásthe?_

03.051.10a | idám hí ánu ójasā
03.051.10b | sutám rādhānām pate-_
03.051.10c | píbā+ tú asyá girvaṇaḥ

03.051.11a | yáḥ te-_ ánu svadhā́m ásat
03.051.11b | suté-_ ní yaccha tanva\m
03.051.11c | sá tvā mamattu somyám

03.051.12a | prá te-_ aśnotu kukṣyóḥ
03.051.12b | prá indra bráhmaṇā śíraḥ
03.051.12c | prá bāhū́+_ śūra rā́dhase-_

03.052.01a | dhānā́vantam karambhíṇam
03.052.01b | apūpávantam ukthínam
03.052.01c | índra prātár juṣasva naḥ

03.052.02a | puroḷā́śam pacatya\m
03.052.02b | juṣásva indra ā́ gurasva ca
03.052.02c | túbhyam havyā́ni sisrate-_

03.052.03a | puroḷā́śam ca naḥ ghásaḥ
03.052.03b | joṣáyāse?_ gíraḥ ca naḥ
03.052.03c | vadhūyúḥ iva yóṣaṇām

03.052.04a | puroḷā́śam sanaśruta
03.052.04b | prātaḥsāvé?_ juṣasva naḥ
03.052.04c | índra krátuḥ hí te-_ br̥hán

03.052.05a | mā́dhyaṁdinasya= sávanasya dhānā́ḥ
03.052.05b | puroḷā́śam= indra kr̥ṣva ihá cā́rum
03.052.05c | prá yát stotā́= jaritā́ tū́rṇyarthaḥ
03.052.05d | vr̥ṣāyámāṇaḥ= úpa gīrbhíḥ ī́ṭṭe-_

03.052.06a | tr̥tī́ye-_ dhānā́ḥ= sávane-_} puruṣṭuta
03.052.06b | puroḷā́śam= ā́hutam māmahasva naḥ
03.052.06c | r̥bhumántam= vā́javantam} tvā kave-_
03.052.06d | práyasvantaḥ= úpa śikṣema dhītíbhiḥ

03.052.07a | pūṣaṇváte?_ te-_= cakr̥mā+} karambhám
03.052.07b | hárivate?_= háryaśvāya dhānā́ḥ
03.052.07c | apūpám addhi= ságaṇaḥ} marúdbhiḥ
03.052.07d | sómam piba= vr̥trahā́ śūra vidvā́n

03.052.08a | práti dhānā́ḥ= bharata tū́yam asmai
03.052.08b | puroḷā́śam= vīrátamāya nr̥ṇā́m
03.052.08c | divé-dive-_= sadŕ̥śīḥ indra túbhyam
03.052.08d | várdhantu tvā= somapéyāya dhr̥ṣṇo

03.053.01a | índrāparvatā= br̥hatā́} ráthena
03.053.01b | vāmī́ḥ íṣaḥ= ā́ vahatam} suvī́rāḥ
03.053.01c | vītám havyā́ni= adhvaréṣu devā
03.053.01d | várdhethām gīrbhíḥ= íḷayā} mádantā

03.053.02a | tíṣṭhā+ sú kam= maghavan mā́} párā gāḥ
03.053.02b | sómasya nú tvā= súṣutasya yakṣi
03.053.02c | pitúḥ ná+_ putráḥ= sícam ā́} rabhe?_ te-_
03.053.02d | índra svā́diṣṭhayā girā́} śacīvaḥ

03.053.03a | śáṁsāva adhvaryo= práti me-_} gr̥ṇīhi
03.053.03b | índrāya vā́haḥ= kr̥ṇavāva júṣṭam
03.053.03c | ā́ idám barhíḥ= yájamānasya sīda
03.053.03d | áthā+ ca bhūt= ukthám índrāya śastám

03.053.04a | jāyā́ ít ástam= maghavan sā́ ít} u+_ yóniḥ
03.053.04b | tát ít tvā yuktā́ḥ= hárayaḥ} vahantu
03.053.04c | yadā́ kadā́ ca= sunávāma sómam
03.053.04d | agníḥ tvā dūtáḥ= dhanvāti áccha

03.053.05a | párā yāhi= maghavan ā́} ca yāhi
03.053.05b | índra bhrātar= ubhayátrā+} te-_ ártham
03.053.05c | yátrā+ ráthasya= br̥hatáḥ} nidhā́nam
03.053.05d | vimócanam= vājínaḥ rā́sabhasya

03.053.06a | ápāḥ sómam= ástam indra} prá yāhi
03.053.06b | kalyāṇī́ḥ jāyā́= suráṇam} gr̥hé-_ te-_
03.053.06c | yátrā+ ráthasya= br̥hatáḥ} nidhā́nam
03.053.06d | vimócanam= vājínaḥ dákṣiṇāvat

03.053.07a | imé?_ bhojā́ḥ= áṅgirasaḥ} vírūpāḥ
03.053.07b | diváḥ putrā́saḥ= ásurasya vīrā́ḥ
03.053.07c | viśvā́mitrāya= dádataḥ} maghā́ni
03.053.07d | sahasrasāvé?_= prá tirante?_ ā́yuḥ

03.053.08a | rūpáṁ-rūpam= maghávā bobhavīti
03.053.08b | māyā́ḥ kr̥ṇvānáḥ= tanva\m} pári svā́m
03.053.08c | tríḥ yát diváḥ= pári muhūrtám ā́ ágāt
03.053.08d | svaíḥ mántraiḥ= ánr̥tupāḥ} r̥tā́vā

03.053.09a | mahā́n ŕ̥ṣiḥ= devajā́ḥ devájūtaḥ
03.053.09b | ástabhnāt síndhum= arṇavám} nr̥cákṣāḥ
03.053.09c | viśvā́mitraḥ= yát ávahat} sudā́sam
03.053.09d | ápriyāyata= kuśikébhiḥ índraḥ

03.053.10a | haṁsā́ḥ iva= kr̥ṇutha ślókam ádribhiḥ
03.053.10b | mádantaḥ gīrbhíḥ= adhvaré-_} suté-_ sácā
03.053.10c | devébhiḥ viprāḥ= r̥ṣayaḥ} nr̥cakṣasaḥ
03.053.10d | ví pibadhvam= kuśikāḥ somyám mádhu

03.053.11a | úpa prá ita= kuśikāḥ cetáyadhvam
03.053.11b | áśvam rāyé-_= prá muñcatā+} sudā́saḥ
03.053.11c | rā́jā vr̥trám= jaṅghanat prā́k} ápāk údak
03.053.11d | áthā+ yajāte?_= váre?_ ā́} pr̥thivyā́ḥ

03.053.12a | yáḥ imé+_ ródasī+_ ubhé+_
03.053.12b | ahám índram átuṣṭavam
03.053.12c | viśvā́mitrasya rakṣati
03.053.12d | bráhma idám bhā́ratam jánam

03.053.13a | viśvā́mitrāḥ arāsata
03.053.13b | bráhma índrāya vajríṇe-_
03.053.13c | kárat ít naḥ surā́dhasaḥ

03.053.14a | kím te-_ kr̥ṇvanti= kī́kaṭeṣu gā́vaḥ
03.053.14b | ná āśíram duhré?_= ná tapanti gharmám
03.053.14c | ā́ naḥ bhara= prámagandasya védaḥ
03.053.14d | naicāśākhám= maghavan randhayā+ naḥ

03.053.15a | sasarparī́ḥ= ámatim bā́dhamānā
03.053.15b | br̥hát mimāya= jamádagnidattā
03.053.15c | ā́ sū́ryasya= duhitā́} tatāna
03.053.15d | śrávaḥ devéṣu= amŕ̥tam} ajuryám

03.053.16a | sasarparī́ḥ= abharat tū́yam ebhyaḥ
03.053.16b | ádhi śrávaḥ= pā́ñcajanyāsu kr̥ṣṭíṣu
03.053.16c | sā́ pakṣyā\= návyam ā́yuḥ} dádhānā
03.053.16d | yā́m me-_ palastijamadagnáyaḥ dadúḥ

03.053.17a | sthiraú gā́vau= bhavatām vīḷúḥ ákṣaḥ
03.053.17b | mā́ īṣā́ ví varhi= mā́ yugám} ví śāri
03.053.17c | índraḥ pātalye\+_= dadatām} śárītoḥ
03.053.17d | áriṣṭaneme?_= abhí naḥ} sacasva

03.053.18a | bálam dhehi tanū́ṣu naḥ
03.053.18b | bálam indra anaḷútsu naḥ
03.053.18c | bálam tokā́ya= tánayāya jīváse-_
03.053.18d | tvám hí baladā́ḥ ási

03.053.19a | abhí vyayasva= khadirásya sā́ram
03.053.19b | ójaḥ dhehi= spandané?_ śiṁśápāyām
03.053.19c | ákṣa vīḷo= vīḷita vīḷáyasva
03.053.19d | mā́ yā́māt asmā́t= áva jīhipaḥ naḥ

03.053.20a | ayám asmā́n vánaspátiḥ
03.053.20b | mā́ ca hā́ḥ mā́ ca rīriṣat
03.053.20c | svastí ā́ gr̥hébhyaḥ ā́
03.053.20d | avasaí ā́ vimócanāt

03.053.21a | índra ūtíbhiḥ= bahulā́bhiḥ} naḥ adyá
03.053.21b | yācchreṣṭhā́bhiḥ= maghavan śūra jinva
03.053.21c | yáḥ naḥ dvéṣṭi= ádharaḥ sáḥ} padīṣṭa
03.053.21d | yám u+_ dviṣmáḥ= tám u+_ prāṇáḥ} jahātu

03.053.22a | paraśúm cit ví tapati
03.053.22b | śimbalám cit ví vr̥ścati
03.053.22c | ukhā́ cit indra yéṣantī?_
03.053.22d | práyastā phénam asyati

03.053.23a | ná sā́yakasya= cikite-_} janāsaḥ
03.053.23b | lodhám nayanti= páśu mányamānāḥ
03.053.23c | ná ávājinam= vājínā hāsayanti
03.053.23d | ná gardabhám= puráḥ áśvāt} nayanti

03.053.24a | imé?_ indra= bharatásya putrā́ḥ
03.053.24b | apapitvám= cikituḥ ná} prapitvám
03.053.24c | hinvánti áśvam= áraṇam} ná+_ nítyam
03.053.24d | jyā\vājam= pári nayanti ājaú

03.054.01a | imám mahé-_= vidathyā\ya śūṣám
03.054.01b | śáśvat kŕ̥tvaḥ= ī́ḍyāya} prá jabhruḥ
03.054.01c | śr̥ṇótu naḥ= dámyebhiḥ} ánīkaiḥ
03.054.01d | śr̥ṇótu agníḥ= divyaíḥ} ájasraḥ

03.054.02a | máhi mahé-_= divé-_ arcā+} pr̥thivyaí
03.054.02b | kā́maḥ me-_ icchán= carati} prajānán
03.054.02c | yáyoḥ ha stóme?_= vidátheṣu devā́ḥ
03.054.02d | saparyávaḥ= mādáyante?_} sácā ayóḥ!

03.054.03a | yuvóḥ r̥tám= rodasī+_ satyám astu
03.054.03b | mahé-_ sú naḥ= suvitā́ya} prá bhūtam
03.054.03c | idám divé-_= námaḥ agne-_} pr̥thivyaí
03.054.03d | saparyā́mi= práyasā yā́mi rátnam

03.054.04a | utá u+_ hí vām= pūrvyā́ḥ āvividré?_
03.054.04b | ŕ̥tāvarī+_= rodasī+_ satyavā́caḥ
03.054.04c | náraḥ cit vām= samithé-_ śū́rasātau
03.054.04d | vavandiré?_= pr̥thivi vévidānāḥ

03.054.05a | káḥ addhā́ veda= káḥ ihá} prá vocat
03.054.05b | devā́n ácchā+= pathyā\ kā́} sám eti
03.054.05c | dádr̥śre?_ eṣām= avamā́} sádāṁsi
03.054.05d | páreṣu yā́= gúhyeṣu} vratéṣu

03.054.06a | kavíḥ nr̥cákṣāḥ= abhí sīm} acaṣṭa
03.054.06b | r̥tásya yónā= víghr̥te+_} mádantī+_
03.054.06c | nā́nā cakrāte?_= sádanam} yáthā véḥ
03.054.06d | samānéna= krátunā saṁvidāné+_

03.054.07a | samānyā́= víyute+_ dūréante+_
03.054.07b | dhruvé?_ padé?_= tasthatuḥ jāgarū́ke+_
03.054.07c | utá svásārā= yuvatī́+_} bhávantī+_
03.054.07d | ā́t u+_ bruvāte?_= mithunā́ni nā́ma

03.054.08a | víśvā ít eté+_= jánimā+ sám} viviktaḥ
03.054.08b | maháḥ devā́n= bíbhratī+_ ná} vyathete?_
03.054.08c | éjat dhruvám= patyate-_ víśvam ékam
03.054.08d | cárat patatrí= víṣuṇam} ví jātám

03.054.09a | sánā purāṇám= ádhi emi ārā́t
03.054.09b | maháḥ pitúḥ= janitúḥ jāmí tát naḥ
03.054.09c | devā́saḥ yátra= panitā́raḥ évaiḥ
03.054.09d | uraú pathí= vyu\te?_ tasthúḥ antár

03.054.10a | imám stómam= rodasī+_ prá} bravīmi
03.054.10b | r̥dūdárāḥ= śr̥ṇavan agnijihvā́ḥ
03.054.10c | mitráḥ samrā́jaḥ= váruṇaḥ} yúvānaḥ
03.054.10d | ādityā́saḥ= kaváyaḥ paprathānā́ḥ

03.054.11a | híraṇyapāṇiḥ= savitā́} sujihváḥ
03.054.11b | tríḥ ā́ diváḥ= vidáthe?_ pátyamānaḥ
03.054.11c | devéṣu ca= savitar ślókam áśreḥ
03.054.11d | ā́t asmábhyam= ā́ suva sarvátātim

03.054.12a | sukŕ̥t supāṇíḥ= svávān} r̥tā́vā
03.054.12b | deváḥ tváṣṭā= ávase-_ tā́ni naḥ dhāt
03.054.12c | pūṣaṇvántaḥ= r̥bhavaḥ mādayadhvam
03.054.12d | ūrdhvágrāvāṇaḥ= adhvarám} ataṣṭa

03.054.13a | vidyúdrathāḥ= marútaḥ r̥ṣṭimántaḥ
03.054.13b | diváḥ máryāḥ= r̥tájātāḥ} ayā́saḥ
03.054.13c | sárasvatī-_= śr̥ṇavan yajñíyāsaḥ
03.054.13d | dhā́tā+ rayím= sahávīram} turāsaḥ

03.054.14a | víṣṇum stómāsaḥ= purudasmám arkā́ḥ
03.054.14b | bhágasya iva= kāríṇaḥ yā́mani gman
03.054.14c | urukramáḥ= kakuháḥ yásya pūrvī́ḥ
03.054.14d | ná mardhanti= yuvatáyaḥ} jánitrīḥ

03.054.15a | índraḥ víśvaiḥ= vīryaī\ḥ pátyamānaḥ
03.054.15b | ubhé+_ ā́ paprau= ródasī+_} mahitvā́
03.054.15c | puraṁdaráḥ= vr̥trahā́ dhr̥ṣṇúṣeṇaḥ
03.054.15d | saṁgŕ̥bhyā+ naḥ= ā́ bharā+ bhū́ri paśváḥ

03.054.16a | nā́satyā me-_= pitárā bandhupŕ̥cchā
03.054.16b | sajātya\m= aśvínoḥ cā́ru nā́ma
03.054.16c | yuvám hí stháḥ= rayidaú naḥ} rayīṇā́m
03.054.16d | dātrám rakṣethe?_= ákavaiḥ} ádabdhā

03.054.17a | mahát tát vaḥ= kavayaḥ cā́ru nā́ma
03.054.17b | yát ha devāḥ= bhávatha víśve?_ índre-_
03.054.17c | sákhā r̥bhúbhiḥ= puruhūta} priyébhiḥ
03.054.17d | imā́m dhíyam= sātáye-_ takṣatā+ naḥ

03.054.18a | aryamā́ naḥ= áditiḥ yajñíyāsaḥ
03.054.18b | ádabdhāni= váruṇasya} vratā́ni
03.054.18c | yuyóta naḥ= anapatyā́ni gántoḥ
03.054.18d | prajā́vān naḥ= paśumā́n astu gātúḥ

03.054.19a | devā́nām dūtáḥ= purudhá} prásūtaḥ
03.054.19b | ánāgān naḥ= vocatu sarvátātā
03.054.19c | śr̥ṇótu naḥ= pr̥thivī́?_ dyaúḥ} utá ā́paḥ
03.054.19d | sū́ryaḥ nákṣatraiḥ= urú antárikṣam

03.054.20a | śr̥ṇvántu naḥ= vŕ̥ṣaṇaḥ párvatāsaḥ
03.054.20b | dhruvákṣemāsaḥ= íḷayā} mádantaḥ
03.054.20c | ādityaíḥ naḥ= áditiḥ} śr̥ṇotu
03.054.20d | yácchantu naḥ= marútaḥ śárma bhadrám

03.054.21a | sádā sugáḥ= pitumā́n astu pánthāḥ
03.054.21b | mádhvā devāḥ= óṣadhīḥ sám} pipr̥kta
03.054.21c | bhágaḥ me-_ agne-_= sakhyé-_} ná mr̥dhyāḥ
03.054.21d | út rāyáḥ aśyām= sádanam} purukṣóḥ

03.054.22a | svádasva havyā́= sám íṣaḥ} didīhi
03.054.22b | asmadrya\k= sám mimīhi} śrávāṁsi
03.054.22c | víśvān agne-_= pr̥tsú tā́n jeṣi śátrūn
03.054.22d | áhā víśvā= sumánāḥ dīdihī?_+ naḥ

03.055.01a | uṣásaḥ pū́rvāḥ= ádha yát} vyūṣúḥ
03.055.01b | mahát ví jajñe-_= akṣáram} padé?_ góḥ
03.055.01c | vratā́ devā́nām= úpa nú} prabhū́ṣan
03.055.01d | mahát devā́nām= asuratvám ékam

03.055.02a | mā́ u+_ sū́-_+ naḥ átra= juhuranta devā́ḥ
03.055.02b | mā́ pū́rve-_ agne-_= pitáraḥ} padajñā́ḥ
03.055.02c | purāṇyóḥ= sádmanoḥ ketúḥ antár
03.055.02d | mahát devā́nām= asuratvám ékam

03.055.03a | ví me-_ purutrā́= patayanti kā́māḥ
03.055.03b | śámi ácchā+= dīdye?_ pūrvyā́ṇi
03.055.03c | sámiddhe-_ agnaú= r̥tám ít} vadema
03.055.03d | mahát devā́nām= asuratvám ékam

03.055.04a | samānáḥ rā́jā= víbhr̥taḥ} purutrā́
03.055.04b | śáye?_ śayā́su= práyutaḥ} vánā ánu
03.055.04c | anyā́ vatsám= bhárati kṣéti mātā́
03.055.04d | mahát devā́nām= asuratvám ékam

03.055.05a | ākṣít pū́rvāsu= áparāḥ} anūrút
03.055.05b | sadyáḥ jātā́su= táruṇīṣu antár
03.055.05c | antárvatīḥ= suvate?_ ápravītāḥ
03.055.05d | mahát devā́nām= asuratvám ékam

03.055.06a | śayúḥ parástāt= ádha nú} dvimātā́
03.055.06b | abandhanáḥ= carati vatsáḥ ékaḥ
03.055.06c | mitrásya tā́= váruṇasya} vratā́ni
03.055.06d | mahát devā́nām= asuratvám ékam

03.055.07a | dvimātā́ hótā= vidátheṣu samrā́ṭ
03.055.07b | ánu ágram= cárati kṣéti budhnáḥ
03.055.07c | prá ráṇyāni= raṇyavā́caḥ} bharante-_
03.055.07d | mahát devā́nām= asuratvám ékam

03.055.08a | śū́rasya iva= yúdhyataḥ antamásya
03.055.08b | pratīcī́nam= dadr̥śe-_ víśvam āyát
03.055.08c | antár matíḥ= carati niṣṣídham góḥ
03.055.08d | mahát devā́nām= asuratvám ékam

03.055.09a | ní veveti= palitáḥ dūtáḥ āsu
03.055.09b | antár mahā́n= carati rocanéna
03.055.09c | vápūṁṣi bíbhrat= abhí naḥ} ví caṣṭe-_
03.055.09d | mahát devā́nām= asuratvám ékam

03.055.10a | víṣṇuḥ gopā́ḥ= paramám pāti pā́thaḥ
03.055.10b | priyā́ dhā́māni= amŕ̥tā} dádhānaḥ
03.055.10c | agníḥ tā́ víśvā= bhúvanāni veda
03.055.10d | mahát devā́nām= asuratvám ékam

03.055.11a | nā́nā cakrāte?_= yamyā\} vápūṁṣi
03.055.11b | táyoḥ anyát= rócate-_ kr̥ṣṇám anyát
03.055.11c | śyā́vī?_ ca yát= áruṣī?_ ca} svásārau
03.055.11d | mahát devā́nām= asuratvám ékam

03.055.12a | mātā́ ca yátra= duhitā́} ca dhenū́+_
03.055.12b | sabardúghe+_= dhāpáyete?_} samīcī́+_
03.055.12c | r̥tásya té+_= sádasi īḷe-_ antár
03.055.12d | mahát devā́nām= asuratvám ékam

03.055.13a | anyásyāḥ vatsám= rihatī́?_} mimāya
03.055.13b | káyā bhuvā́= ní dadhe-_ dhenúḥ ū́dhar
03.055.13c | r̥tásya sā́= páyasā apinvata íḷā
03.055.13d | mahát devā́nām= asuratvám ékam

03.055.14a | pádyā vaste-_= pururū́pā} vápūṁṣi
03.055.14b | ūrdhvā́ tasthau= tryávim rérihāṇā
03.055.14c | r̥tásya sádma= ví carāmi vidvā́n
03.055.14d | mahát devā́nām= asuratvám ékam

03.055.15a | padé+_ iva= níhite+_ dasmé?_ antár
03.055.15b | táyoḥ anyát= gúhyam āvíḥ anyát
03.055.15c | sadhrīcīnā́= pathyā\ sā́} víṣūcī?_
03.055.15d | mahát devā́nām= asuratvám ékam

03.055.16a | ā́ dhenávaḥ= dhunayantām} áśiśvīḥ
03.055.16b | sabardúghāḥ= śaśayā́ḥ ápradugdhāḥ
03.055.16c | návyā-navyāḥ= yuvatáyaḥ} bhávantīḥ
03.055.16d | mahát devā́nām= asuratvám ékam

03.055.17a | yát anyā́su= vr̥ṣabháḥ róravīti
03.055.17b | sáḥ anyásmin yūthé-_= ní dadhāti rétaḥ
03.055.17c | sá hí kṣápāvān= sá bhágaḥ} sá rā́jā
03.055.17d | mahát devā́nām= asuratvám ékam

03.055.18a | vīrásya nú= sváśvyam} janāsaḥ
03.055.18b | prá nú vocāma= vidúḥ asya devā́ḥ
03.055.18c | ṣoḷhā́ yuktā́ḥ= páñca-pañca ā́} vahanti
03.055.18d | mahát devā́nām= asuratvám ékam

03.055.19a | deváḥ tváṣṭā= savitā́ viśvárūpaḥ
03.055.19b | pupóṣa prajā́ḥ= purudhā́} jajāna
03.055.19c | imā́ ca víśvā= bhúvanāni asya
03.055.19d | mahát devā́nām= asuratvám ékam

03.055.20a | mahī́+_ sám airat= camvā\} samīcī́+_
03.055.20b | ubhé+_ té+_ asya= vásunā} nyr̥\ṣṭe+_
03.055.20c | śr̥ṇvé-_ vīráḥ= vindámānaḥ} vásūni
03.055.20d | mahát devā́nām= asuratvám ékam

03.055.21a | imā́m ca naḥ= pr̥thivī́m viśvádhāyāḥ
03.055.21b | úpa kṣeti= hitámitraḥ} ná+_ rā́jā
03.055.21c | puraḥsádaḥ= śarmasádaḥ} ná+_ vīrā́ḥ
03.055.21d | mahát devā́nām= asuratvám ékam

03.055.22a | niṣṣídhvarīḥ te-_= óṣadhīḥ} utá ā́paḥ
03.055.22b | rayím te-_ indra= pr̥thivī́?_} bibharti
03.055.22c | sákhāyaḥ te-_= vāmabhā́jaḥ} syāma
03.055.22d | mahát devā́nām= asuratvám ékam

03.056.01a | ná tā́ minanti= māyínaḥ} ná dhī́rāḥ
03.056.01b | vratā́ devā́nām= prathamā́} dhruvā́ṇi
03.056.01c | ná ródasī+_= adrúhā vedyā́bhiḥ
03.056.01d | ná párvatāḥ= nináme?_ tasthivā́ṁsaḥ

03.056.02a | ṣáṭ bhārā́n ékaḥ= ácaran} bibharti
03.056.02b | r̥tám várṣiṣṭham= úpa gā́vaḥ ā́ aguḥ
03.056.02c | tisráḥ mahī́ḥ= úparāḥ tasthuḥ átyāḥ
03.056.02d | gúhā dvé+_= níhite+_ dárśi ékā

03.056.03a | tripājasyáḥ= vr̥ṣabháḥ viśvárūpaḥ
03.056.03b | utá tryudhā́= purudhá} prajā́vān
03.056.03c | tryanīkáḥ= patyate-_ mā́hināvān
03.056.03d | sá retodhā́ḥ= vr̥ṣabháḥ śáśvatīnām

03.056.04a | abhī́ke-_ āsām= padavī́ḥ} abodhi
03.056.04b | ādityā́nām= ahve-_ cā́ru nā́ma
03.056.04c | ā́paḥ cit asmai= aramanta devī́ḥ
03.056.04d | pŕ̥thak vrájantīḥ= pári sīm} avr̥ñjan

03.056.05a | trī́-_ sadhásthā= sindhavaḥ tríḥ} kavīnā́m
03.056.05b | utá trimātā́= vidátheṣu samrā́ṭ
03.056.05c | r̥tā́varīḥ= yóṣaṇāḥ tisráḥ ápyāḥ
03.056.05d | tríḥ ā́ diváḥ= vidáthe?_ pátyamānāḥ

03.056.06a | tríḥ ā́ diváḥ= savitar vā́ryāṇi
03.056.06b | divé-dive-_= ā́ suva tríḥ} naḥ áhnaḥ
03.056.06c | tridhā́tu rāyáḥ= ā́ suvā+} vásūni
03.056.06d | bhága trātar= dhiṣaṇe?_ sātáye-_ dhāḥ

03.056.07a | tríḥ ā́ diváḥ= savitā́ soṣavīti
03.056.07b | rā́jānā mitrā́=váruṇā} supāṇī́?_
03.056.07c | ā́paḥ cit asya= ródasī+_} cit urvī́+_
03.056.07d | rátnam bhikṣanta= savitúḥ} savā́ya

03.056.08a | tríḥ uttamā́= dūṇáśā rocanā́ni
03.056.08b | tráyaḥ rājanti= ásurasya vīrā́ḥ
03.056.08c | r̥tā́vānaḥ= iṣirā́ḥ dūḷábhāsaḥ
03.056.08d | tríḥ ā́ diváḥ= vidáthe?_ santu devā́ḥ

03.057.01a | prá me-_ vivikvā́n= avidat} manīṣā́m
03.057.01b | dhenúm cárantīm= práyutām} ágopām
03.057.01c | sadyáḥ cit yā́= duduhé?_ bhū́ri dhāséḥ
03.057.01d | índraḥ tát agníḥ= panitā́raḥ asyāḥ

03.057.02a | índraḥ sú pūṣā́= vŕ̥ṣaṇā} suhástā
03.057.02b | diváḥ ná+_ prītā́ḥ= śaśayám} duduhre?_
03.057.02c | víśve?_ yát asyām= raṇáyanta devā́ḥ
03.057.02d | prá vaḥ átra= vasavaḥ sumnám aśyām

03.057.03a | yā́ḥ jāmáyaḥ= vŕ̥ṣṇe-_ icchánti śaktím
03.057.03b | namasyántīḥ= jānate?_ gárbham asmin
03.057.03c | ácchā+ putrám= dhenávaḥ vāvaśānā́ḥ
03.057.03d | maháḥ caranti= bíbhratam} vápūṁṣi

03.057.04a | ácchā+ vivakmi= ródasī+_} suméke+_
03.057.04b | grā́vṇaḥ yujānáḥ= adhvaré-_} manīṣā́
03.057.04c | imā́ḥ u+_ te-_= mánave-_ bhū́rivārāḥ
03.057.04d | ūrdhvā́ḥ bhavanti= darśatā́ḥ} yájatrāḥ

03.057.05a | yā́ te-_ jihvā́= mádhumatī?_} sumedhā́ḥ
03.057.05b | ágne-_ devéṣu= ucyáte-_} urūcī́?_
03.057.05c | táyā ihá víśvān= ávase-_} yájatrān
03.057.05d | ā́ sādaya= pāyáyā+ cā+} mádhūni

03.057.06a | yā́ te-_ agne-_= párvatasya iva dhā́rā
03.057.06b | ásaścantī?_= pīpáyat deva citrā́
03.057.06c | tā́m asmábhyam= prámatim jātavedaḥ
